"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000021733","ENSMUSG00000021733","Slc4a7","solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:MGI Symbol;Acc:MGI:2443878]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026958","ENSMUSG00000026958","Dpp7","dipeptidylpeptidase 7 [Source:MGI Symbol;Acc:MGI:1933213]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026339","ENSMUSG00000026339","Ccdc93","coiled-coil domain containing 93 [Source:MGI Symbol;Acc:MGI:1918079]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022512","ENSMUSG00000022512","Cldn1","claudin 1 [Source:MGI Symbol;Acc:MGI:1276109]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028032","ENSMUSG00000028032","Papss1","3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:MGI Symbol;Acc:MGI:1330587]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078584","ENSMUSG00000078584","AU022252","expressed sequence AU022252 [Source:MGI Symbol;Acc:MGI:2140466]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038007","ENSMUSG00000038007","Acer2","alkaline ceramidase 2 [Source:MGI Symbol;Acc:MGI:1920932]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038393","ENSMUSG00000038393","Txnip","thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045917","ENSMUSG00000045917","Tmem268","transmembrane protein 268 [Source:MGI Symbol;Acc:MGI:1913920]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018923","ENSMUSG00000018923","Med11","mediator complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913422]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057230","ENSMUSG00000057230","Aak1","AP2 associated kinase 1 [Source:MGI Symbol;Acc:MGI:1098687]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000003660","ENSMUSG00000003660","Snrnp200","small nuclear ribonucleoprotein 200 (U5) [Source:MGI Symbol;Acc:MGI:2444401]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047881","ENSMUSG00000047881","Rell1","RELT-like 1 [Source:MGI Symbol;Acc:MGI:2140767]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027829","ENSMUSG00000027829","Ccnl1","cyclin L1 [Source:MGI Symbol;Acc:MGI:1922664]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040987","ENSMUSG00000040987","Mill2","MHC I like leukocyte 2 [Source:MGI Symbol;Acc:MGI:2179989]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032519","ENSMUSG00000032519","Slc25a38","solute carrier family 25, member 38 [Source:MGI Symbol;Acc:MGI:2384782]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026773","ENSMUSG00000026773","Pfkfb3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027601","ENSMUSG00000027601","Mtfr1","mitochondrial fission regulator 1 [Source:MGI Symbol;Acc:MGI:1914722]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068798","ENSMUSG00000068798","Rap1a","RAS-related protein 1a [Source:MGI Symbol;Acc:MGI:97852]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015224","ENSMUSG00000015224","Cyp2j9","cytochrome P450, family 2, subfamily j, polypeptide 9 [Source:MGI Symbol;Acc:MGI:1921769]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027184","ENSMUSG00000027184","Caprin1","cell cycle associated protein 1 [Source:MGI Symbol;Acc:MGI:1858234]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021108","ENSMUSG00000021108","Prkch","protein kinase C, eta [Source:MGI Symbol;Acc:MGI:97600]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036810","ENSMUSG00000036810","Cnep1r1","CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:1921981]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039063","ENSMUSG00000039063","Echdc3","enoyl Coenzyme A hydratase domain containing 3 [Source:MGI Symbol;Acc:MGI:1915106]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040883","ENSMUSG00000040883","Tmem205","transmembrane protein 205 [Source:MGI Symbol;Acc:MGI:3045495]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025278","ENSMUSG00000025278","Flnb","filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037514","ENSMUSG00000037514","Pank2","pantothenate kinase 2 [Source:MGI Symbol;Acc:MGI:1921700]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019863","ENSMUSG00000019863","Qrsl1","glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 [Source:MGI Symbol;Acc:MGI:1923813]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057110","ENSMUSG00000057110","Cntrl","centriolin [Source:MGI Symbol;Acc:MGI:1889576]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033004","ENSMUSG00000033004","Mycbp2","MYC binding protein 2, E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:2179432]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027340","ENSMUSG00000027340","Slc23a2","solute carrier family 23 (nucleobase transporters), member 2 [Source:MGI Symbol;Acc:MGI:1859682]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035011","ENSMUSG00000035011","Zbtb7a","zinc finger and BTB domain containing 7a [Source:MGI Symbol;Acc:MGI:1335091]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026313","ENSMUSG00000026313","Hdac4","histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029767","ENSMUSG00000029767","Calu","calumenin [Source:MGI Symbol;Acc:MGI:1097158]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000076435","ENSMUSG00000076435","Acsf2","acyl-CoA synthetase family member 2 [Source:MGI Symbol;Acc:MGI:2388287]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027406","ENSMUSG00000027406","Idh3b","isocitrate dehydrogenase 3 (NAD+) beta [Source:MGI Symbol;Acc:MGI:2158650]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027663","ENSMUSG00000027663","Zmat3","zinc finger matrin type 3 [Source:MGI Symbol;Acc:MGI:1195270]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061589","ENSMUSG00000061589","Dot1l","DOT1-like, histone H3 methyltransferase (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2143886]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037112","ENSMUSG00000037112","Sik2","salt inducible kinase 2 [Source:MGI Symbol;Acc:MGI:2445031]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058587","ENSMUSG00000058587","Tmod3","tropomodulin 3 [Source:MGI Symbol;Acc:MGI:1355315]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027374","ENSMUSG00000027374","Mrps5","mitochondrial ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1924971]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040407","ENSMUSG00000040407","Akap9","A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024158","ENSMUSG00000024158","Hagh","hydroxyacyl glutathione hydrolase [Source:MGI Symbol;Acc:MGI:95745]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022438","ENSMUSG00000022438","Parvb","parvin, beta [Source:MGI Symbol;Acc:MGI:2153063]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000184","ENSMUSG00000000184","Ccnd2","cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020955","ENSMUSG00000020955","Ap4s1","adaptor-related protein complex AP-4, sigma 1 [Source:MGI Symbol;Acc:MGI:1337065]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002814","ENSMUSG00000002814","Top3a","topoisomerase (DNA) III alpha [Source:MGI Symbol;Acc:MGI:1197527]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022037","ENSMUSG00000022037","Clu","clusterin [Source:MGI Symbol;Acc:MGI:88423]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055485","ENSMUSG00000055485","Soga1","suppressor of glucose, autophagy associated 1 [Source:MGI Symbol;Acc:MGI:2444575]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036181","ENSMUSG00000036181","H1f2","H1.2 linker histone, cluster member [Source:MGI Symbol;Acc:MGI:1931526]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113585","ENSMUSG00000113585","Gm19605","predicted gene, 19605 [Source:MGI Symbol;Acc:MGI:5011790]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018661","ENSMUSG00000018661","Cog1","component of oligomeric golgi complex 1 [Source:MGI Symbol;Acc:MGI:1333873]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021458","ENSMUSG00000021458","Aopep","aminopeptidase O [Source:MGI Symbol;Acc:MGI:1919311]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021904","ENSMUSG00000021904","Sema3g","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:MGI Symbol;Acc:MGI:3041242]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000007739","ENSMUSG00000007739","Cct4","chaperonin containing Tcp1, subunit 4 (delta) [Source:MGI Symbol;Acc:MGI:104689]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020790","ENSMUSG00000020790","Ankfy1","ankyrin repeat and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:1337008]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040253","ENSMUSG00000040253","Gbp7","guanylate binding protein 7 [Source:MGI Symbol;Acc:MGI:2444421]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014077","ENSMUSG00000014077","Chp1","calcineurin-like EF hand protein 1 [Source:MGI Symbol;Acc:MGI:1927185]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018417","ENSMUSG00000018417","Myo1b","myosin IB [Source:MGI Symbol;Acc:MGI:107752]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036282","ENSMUSG00000036282","Naa30","N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:MGI Symbol;Acc:MGI:1922259]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019951","ENSMUSG00000019951","Bltp3b","bridge-like lipid transfer protein family member 3B [Source:MGI Symbol;Acc:MGI:2442888]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042572","ENSMUSG00000042572","Ube2q1","ubiquitin-conjugating enzyme E2Q family member 1 [Source:MGI Symbol;Acc:MGI:1917343]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021223","ENSMUSG00000021223","Papln","papilin, proteoglycan-like sulfated glycoprotein [Source:MGI Symbol;Acc:MGI:2386139]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039637","ENSMUSG00000039637","Coro7","coronin 7 [Source:MGI Symbol;Acc:MGI:1926135]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028403","ENSMUSG00000028403","Zdhhc21","zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047719","ENSMUSG00000047719","Ubiad1","UbiA prenyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:1918957]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050912","ENSMUSG00000050912","Tmem123","transmembrane protein 123 [Source:MGI Symbol;Acc:MGI:1919179]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000010660","ENSMUSG00000010660","Plcd1","phospholipase C, delta 1 [Source:MGI Symbol;Acc:MGI:97614]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026098","ENSMUSG00000026098","Pms1","PMS1 homolog 1, mismatch repair system component [Source:MGI Symbol;Acc:MGI:1202302]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025505","ENSMUSG00000025505","Tmem80","transmembrane protein 80 [Source:MGI Symbol;Acc:MGI:1918698]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043190","ENSMUSG00000043190","Rfesd","Rieske (Fe-S) domain containing [Source:MGI Symbol;Acc:MGI:2145198]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042770","ENSMUSG00000042770","Hebp1","heme binding protein 1 [Source:MGI Symbol;Acc:MGI:1333880]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025956","ENSMUSG00000025956","Mettl21a","methyltransferase 21A, HSPA lysine [Source:MGI Symbol;Acc:MGI:1914349]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046876","ENSMUSG00000046876","Atxn1","ataxin 1 [Source:MGI Symbol;Acc:MGI:104783]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025237","ENSMUSG00000025237","Parp6","poly (ADP-ribose) polymerase family, member 6 [Source:MGI Symbol;Acc:MGI:1914537]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037266","ENSMUSG00000037266","Rsrp1","arginine/serine rich protein 1 [Source:MGI Symbol;Acc:MGI:106498]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034422","ENSMUSG00000034422","Parp14","poly (ADP-ribose) polymerase family, member 14 [Source:MGI Symbol;Acc:MGI:1919489]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000060579","ENSMUSG00000060579","Fhit","fragile histidine triad gene [Source:MGI Symbol;Acc:MGI:1277947]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028677","ENSMUSG00000028677","Rnf220","ring finger protein 220 [Source:MGI Symbol;Acc:MGI:1913993]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097287","ENSMUSG00000097287","D130017N08Rik","RIKEN cDNA D130017N08 gene [Source:MGI Symbol;Acc:MGI:2443273]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034807","ENSMUSG00000034807","Colgalt1","collagen beta(1-O)galactosyltransferase 1 [Source:MGI Symbol;Acc:MGI:1924348]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030868","ENSMUSG00000030868","Dctn5","dynactin 5 [Source:MGI Symbol;Acc:MGI:1891689]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009090","ENSMUSG00000009090","Ap1b1","adaptor protein complex AP-1, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1096368]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000072946","ENSMUSG00000072946","Ptgr2","prostaglandin reductase 2 [Source:MGI Symbol;Acc:MGI:1916372]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020253","ENSMUSG00000020253","Ppm1m","protein phosphatase 1M [Source:MGI Symbol;Acc:MGI:1915155]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022237","ENSMUSG00000022237","Ankrd33b","ankyrin repeat domain 33B [Source:MGI Symbol;Acc:MGI:1917904]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039148","ENSMUSG00000039148","Sart1","squamous cell carcinoma antigen recognized by T cells 1 [Source:MGI Symbol;Acc:MGI:1309453]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020917","ENSMUSG00000020917","Acly","ATP citrate lyase [Source:MGI Symbol;Acc:MGI:103251]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024601","ENSMUSG00000024601","Isoc1","isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004897","ENSMUSG00000004897","Hdgf","heparin binding growth factor [Source:MGI Symbol;Acc:MGI:1194494]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027669","ENSMUSG00000027669","Gnb4","guanine nucleotide binding protein (G protein), beta 4 [Source:MGI Symbol;Acc:MGI:104581]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024737","ENSMUSG00000024737","Slc15a3","solute carrier family 15, member 3 [Source:MGI Symbol;Acc:MGI:1929691]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034252","ENSMUSG00000034252","Senp6","SUMO/sentrin specific peptidase 6 [Source:MGI Symbol;Acc:MGI:1922075]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020747","ENSMUSG00000020747","Tmem94","transmembrane protein 94 [Source:MGI Symbol;Acc:MGI:1919197]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006611","ENSMUSG00000006611","Hfe","homeostatic iron regulator [Source:MGI Symbol;Acc:MGI:109191]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051950","ENSMUSG00000051950","B3glct","beta-3-glucosyltransferase [Source:MGI Symbol;Acc:MGI:2685903]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045954","ENSMUSG00000045954","Cavin2","caveolae associated 2 [Source:MGI Symbol;Acc:MGI:99513]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056820","ENSMUSG00000056820","Tsnax","translin-associated factor X [Source:MGI Symbol;Acc:MGI:1855672]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049521","ENSMUSG00000049521","Cdc42ep1","CDC42 effector protein (Rho GTPase binding) 1 [Source:MGI Symbol;Acc:MGI:1929763]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024403","ENSMUSG00000024403","Atp6v1g2","ATPase, H+ transporting, lysosomal V1 subunit G2 [Source:MGI Symbol;Acc:MGI:1913487]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030064","ENSMUSG00000030064","Frmd4b","FERM domain containing 4B [Source:MGI Symbol;Acc:MGI:2141794]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000098188","ENSMUSG00000098188","Sowahc","sosondowah ankyrin repeat domain family member C [Source:MGI Symbol;Acc:MGI:3606051]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000059173","ENSMUSG00000059173","Pde1a","phosphodiesterase 1A, calmodulin-dependent [Source:MGI Symbol;Acc:MGI:1201792]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025470","ENSMUSG00000025470","Zfp511","zinc finger protein 511 [Source:MGI Symbol;Acc:MGI:1917002]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000013846","ENSMUSG00000013846","St3gal1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:98304]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038740","ENSMUSG00000038740","Mvb12b","multivesicular body subunit 12B [Source:MGI Symbol;Acc:MGI:1919793]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019139","ENSMUSG00000019139","Isyna1","myo-inositol 1-phosphate synthase A1 [Source:MGI Symbol;Acc:MGI:1919030]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035184","ENSMUSG00000035184","Fam124a","family with sequence similarity 124, member A [Source:MGI Symbol;Acc:MGI:3645930]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014547","ENSMUSG00000014547","Wdfy2","WD repeat and FYVE domain containing 2 [Source:MGI Symbol;Acc:MGI:2442811]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055538","ENSMUSG00000055538","Zcchc24","zinc finger, CCHC domain containing 24 [Source:MGI Symbol;Acc:MGI:1919168]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021903","ENSMUSG00000021903","Galnt15","polypeptide N-acetylgalactosaminyltransferase 15 [Source:MGI Symbol;Acc:MGI:1926004]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032324","ENSMUSG00000032324","Tspan3","tetraspanin 3 [Source:MGI Symbol;Acc:MGI:1928098]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026942","ENSMUSG00000026942","Traf2","TNF receptor-associated factor 2 [Source:MGI Symbol;Acc:MGI:101835]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027215","ENSMUSG00000027215","Cd82","CD82 antigen [Source:MGI Symbol;Acc:MGI:104651]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034801","ENSMUSG00000034801","Sos2","SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:MGI Symbol;Acc:MGI:98355]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047875","ENSMUSG00000047875","Gpr157","G protein-coupled receptor 157 [Source:MGI Symbol;Acc:MGI:2442046]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024534","ENSMUSG00000024534","Sncaip","synuclein, alpha interacting protein (synphilin) [Source:MGI Symbol;Acc:MGI:1915097]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026566","ENSMUSG00000026566","Mpzl1","myelin protein zero-like 1 [Source:MGI Symbol;Acc:MGI:1915731]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029864","ENSMUSG00000029864","Gstk1","glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026921","ENSMUSG00000026921","Egfl7","EGF-like domain 7 [Source:MGI Symbol;Acc:MGI:2449923]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030610","ENSMUSG00000030610","Det1","de-etiolated homolog 1 (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1923625]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000056938","ENSMUSG00000056938","Acbd4","acyl-Coenzyme A binding domain containing 4 [Source:MGI Symbol;Acc:MGI:1914381]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074825","ENSMUSG00000074825","Itpripl1","inositol 1,4,5-triphosphate receptor interacting protein-like 1 [Source:MGI Symbol;Acc:MGI:1920588]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020149","ENSMUSG00000020149","Rab1a","RAB1A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97842]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028107","ENSMUSG00000028107","Tars2","threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:MGI Symbol;Acc:MGI:1919057]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101493","ENSMUSG00000101493","2810405F17Rik","RIKEN cDNA 2810405F17 gene [Source:MGI Symbol;Acc:MGI:1917225]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033577","ENSMUSG00000033577","Myo6","myosin VI [Source:MGI Symbol;Acc:MGI:104785]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108414","ENSMUSG00000108414","Snhg1","small nucleolar RNA host gene 1 [Source:MGI Symbol;Acc:MGI:3763743]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026578","ENSMUSG00000026578","Ccdc181","coiled-coil domain containing 181 [Source:MGI Symbol;Acc:MGI:1922145]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027177","ENSMUSG00000027177","Hipk3","homeodomain interacting protein kinase 3 [Source:MGI Symbol;Acc:MGI:1314882]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000017286","ENSMUSG00000017286","Glod4","glyoxalase domain containing 4 [Source:MGI Symbol;Acc:MGI:1914451]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044037","ENSMUSG00000044037","Als2cl","ALS2 C-terminal like [Source:MGI Symbol;Acc:MGI:2447532]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022401","ENSMUSG00000022401","Xpnpep3","X-prolyl aminopeptidase 3, mitochondrial [Source:MGI Symbol;Acc:MGI:2445217]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116564","ENSMUSG00000116564","Riok2","RIO kinase 2 [Source:MGI Symbol;Acc:MGI:1914295]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039496","ENSMUSG00000039496","Cdnf","cerebral dopamine neurotrophic factor [Source:MGI Symbol;Acc:MGI:3606576]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019432","ENSMUSG00000019432","Ddx39b","DEAD box helicase 39b [Source:MGI Symbol;Acc:MGI:99240]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053684","ENSMUSG00000053684","Kics2","KICSTOR subunit 2 [Source:MGI Symbol;Acc:MGI:2670984]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027176","ENSMUSG00000027176","Cstf3","cleavage stimulation factor, 3' pre-RNA, subunit 3 [Source:MGI Symbol;Acc:MGI:1351825]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031486","ENSMUSG00000031486","Adgra2","adhesion G protein-coupled receptor A2 [Source:MGI Symbol;Acc:MGI:1925810]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048058","ENSMUSG00000048058","Ldlrad3","low density lipoprotein receptor class A domain containing 3 [Source:MGI Symbol;Acc:MGI:2138856]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006273","ENSMUSG00000006273","Atp6v1b2","ATPase, H+ transporting, lysosomal V1 subunit B2 [Source:MGI Symbol;Acc:MGI:109618]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026856","ENSMUSG00000026856","Dolpp1","dolichyl pyrophosphate phosphatase 1 [Source:MGI Symbol;Acc:MGI:1914093]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028811","ENSMUSG00000028811","Yars","tyrosyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2147627]","ARRAYEXPRESS,ENSG"
